Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Amazon,1111111,01/08/2021,West,California,San Francisco,Women's Apparel,84.71,342,28970.82,8960.67,30.93,Online
Sports Direct,1333333,01/08/2021,Northeast,Connecticut,New Haven,Women's Athletic Footwear,124.71,485,60484.35,20268.31,33.51,Online
Sports Direct,1333333,01/09/2020,West,California,San Francisco,Women's Apparel,82.69,229,18936.01,6919.22,36.54,Online
Walmart,1222222,01/09/2020,West,Nevada,Reno,Women's Athletic Footwear,87.16,343,29895.88,10385.83,34.74,Outlet
Foot Locker,1000000,01/09/2020,West,Nevada,Reno,Women's Athletic Footwear,139.47,42,5857.74,2247.61,38.37,Online
Walmart,1222222,01/09/2020,Southeast,Tennessee,Nashville,Women's Apparel,71.85,352,25291.2,12476.15,49.33,Online
Kohl's,1444444,01/09/2020,Midwest,Indiana,Fort Wayne,Women's Athletic Footwear,125.39,488,61190.32,17757.43,29.02,Online
Walmart,1222222,01/09/2020,Midwest,Illinois,Chicago,Women's Athletic Footwear,86.94,115,9998.1,3670.3,36.71,Online
Walmart,1222222,01/09/2020,South,Oklahoma,Oklahoma City,Women's Street Footwear,97.7,501,48947.7,24449.38,49.95,Outlet
Finish Line,1666666,01/09/2020,South,Texas,Houston,Women's Athletic Footwear,88.21,196,17289.16,7702.32,44.55,In-Store
Kohl's,1444444,01/09/2020,Southeast,North Carolina,Charlotte,Women's Apparel,69.17,93,6432.81,2930.79,45.56,Online
West Gear,1555555,01/09/2020,West,Oregon,Eugene,Men's Apparel,64.74,597,38649.78,12379.52,32.03,Outlet
Foot Locker,1000000,01/09/2020,Midwest,Indiana,Fort Wayne,Men's Street Footwear,78.5,498,39093.0,11125.87,28.46,In-Store
Sports Direct,1333333,01/09/2020,Midwest,Indiana,Fort Wayne,Men's Apparel,60.0,362,21720.0,10458.18,48.15,In-Store
Kohl's,1444444,01/09/2020,South,Louisiana,Baton Rouge,Women's Apparel,57.81,334,19308.54,6122.74,31.71,Online
Foot Locker,1000000,01/09/2020,West,Washington,Spokane,Men's Apparel,46.91,420,19702.2,7892.7,40.06,Online
West Gear,1555555,01/09/2020,West,Arizona,Phoenix,Men's Street Footwear,124.52,587,73093.24,34383.06,47.04,Outlet
Amazon,1111111,01/09/2020,South,Mississippi,Biloxi,Men's Street Footwear,87.87,70,6150.9,2227.86,36.22,Online
West Gear,1555555,01/09/2020,South,Mississippi,Biloxi,Women's Apparel,75.16,169,12702.04,5324.7,41.92,In-Store
Finish Line,1666666,01/09/2020,West,Arizona,Phoenix,Women's Athletic Footwear,117.13,258,30219.54,9824.37,32.51,Outlet
Foot Locker,1000000,01/09/2020,West,Oregon,Eugene,Men's Athletic Footwear,149.86,188,28173.68,13334.6,47.33,Online
Amazon,1111111,01/09/2020,West,California,Los Angeles,Men's Athletic Footwear,141.44,47,6647.68,3188.89,47.97,Outlet
Kohl's,1444444,01/09/2020,Midwest,Indiana,Indianapolis,Women's Street Footwear,119.04,192,22855.68,8477.17,37.09,In-Store
Walmart,1222222,01/09/2021,Southeast,North Carolina,Charlotte,Women's Street Footwear,81.23,291,23637.93,10800.17,45.69,Outlet
Kohl's,1444444,01/09/2021,South,Louisiana,Baton Rouge,Men's Street Footwear,78.22,281,21979.82,10042.58,45.69,In-Store
Sports Direct,1333333,01/09/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,113.77,315,35837.55,14442.53,40.3,Outlet
Foot Locker,1000000,01/09/2021,West,California,San Francisco,Women's Athletic Footwear,105.73,83,8775.59,3007.39,34.27,Online
Kohl's,1444444,01/09/2021,West,Washington,Spokane,Men's Street Footwear,97.61,524,51147.64,24827.06,48.54,In-Store
Sports Direct,1333333,01/09/2021,West,California,San Diego,Men's Street Footwear,105.46,216,22779.36,10451.17,45.88,In-Store
Kohl's,1444444,01/09/2021,Southeast,Florida,Miami,Men's Street Footwear,97.19,177,17202.63,5255.4,30.55,Outlet
Amazon,1111111,01/09/2021,Southeast,Georgia,Atlanta,Women's Apparel,80.35,188,15105.8,7089.15,46.93,Outlet
Sports Direct,1333333,01/09/2021,Midwest,Wisconsin,Madison,Men's Street Footwear,104.98,50,5249.0,1948.43,37.12,Online
Foot Locker,1000000,01/09/2021,West,Arizona,Tucson,Women's Street Footwear,73.02,85,6206.7,2488.89,40.1,Outlet
Walmart,1222222,01/09/2021,Southeast,North Carolina,Charlotte,Women's Street Footwear,114.85,135,15504.75,5431.31,35.03,In-Store
Finish Line,1666666,01/10/2020,Midwest,Illinois,Springfield,Women's Athletic Footwear,81.76,421,34420.96,17083.12,49.63,Online
Kohl's,1444444,01/10/2020,Northeast,New York,Buffalo,Men's Athletic Footwear,109.32,118,12899.76,5063.16,39.25,Online
Amazon,1111111,01/10/2020,Northeast,Massachusetts,Worcester,Women's Street Footwear,106.39,573,60961.47,24280.95,39.83,Online
Finish Line,1666666,01/10/2020,Midwest,Illinois,Springfield,Women's Athletic Footwear,84.05,446,37486.3,17854.72,47.63,In-Store
West Gear,1555555,01/10/2020,West,Nevada,Reno,Women's Athletic Footwear,95.96,354,33969.84,13723.82,40.4,In-Store
Finish Line,1666666,01/10/2020,West,Washington,Spokane,Men's Street Footwear,109.55,485,53131.75,23287.65,43.83,Online
Foot Locker,1000000,01/10/2020,South,Texas,Dallas,Women's Street Footwear,91.09,560,51010.4,18588.19,36.44,Online
Sports Direct,1333333,01/10/2020,West,Nevada,Las Vegas,Women's Apparel,83.51,331,27641.81,10647.63,38.52,Online
Foot Locker,1000000,01/10/2020,Northeast,Connecticut,New Haven,Men's Apparel,78.62,468,36794.16,17418.36,47.34,Outlet
West Gear,1555555,01/10/2020,South,Louisiana,Baton Rouge,Men's Street Footwear,83.66,455,38065.3,10703.96,28.12,In-Store
West Gear,1555555,01/10/2020,South,Mississippi,Biloxi,Men's Street Footwear,106.7,163,17392.1,5229.8,30.07,Outlet
Finish Line,1666666,01/10/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,102.47,499,51132.53,19486.61,38.11,In-Store
Finish Line,1666666,01/10/2021,Northeast,Connecticut,Hartford,Women's Athletic Footwear,81.33,305,24805.65,12358.17,49.82,In-Store
Finish Line,1666666,01/10/2021,Midwest,Ohio,Columbus,Men's Athletic Footwear,99.62,320,31878.4,11297.7,35.44,Online
Sports Direct,1333333,01/10/2021,Northeast,New Jersey,Jersey City,Women's Apparel,86.3,371,32017.3,14814.4,46.27,In-Store
West Gear,1555555,01/10/2021,South,Arkansas,Little Rock,Women's Street Footwear,97.82,484,47344.88,17531.81,37.03,In-Store
Kohl's,1444444,01/10/2021,West,Nevada,Las Vegas,Women's Athletic Footwear,97.47,193,18811.71,7750.42,41.2,Online
Amazon,1111111,01/10/2021,West,California,San Diego,Men's Street Footwear,124.07,203,25186.21,7115.1,28.25,Outlet
Sports Direct,1333333,01/10/2021,Northeast,Massachusetts,Boston,Men's Athletic Footwear,126.11,480,60532.8,23190.12,38.31,In-Store
West Gear,1555555,01/10/2021,Northeast,New York,New York City,Men's Apparel,79.26,171,13553.46,5071.7,37.42,Outlet
Foot Locker,1000000,01/10/2021,Southeast,Virginia,Virginia Beach,Women's Athletic Footwear,103.88,322,33449.36,11901.28,35.58,Outlet
Kohl's,1444444,01/10/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,114.21,328,37460.88,15358.96,41.0,In-Store
Finish Line,1666666,01/10/2021,West,California,San Diego,Women's Athletic Footwear,87.3,114,9952.2,3573.84,35.91,Online
Finish Line,1666666,01/10/2021,West,Washington,Spokane,Men's Street Footwear,114.55,250,28637.5,10607.33,37.04,In-Store
Finish Line,1666666,01/10/2021,Southeast,Virginia,Richmond,Women's Apparel,50.36,395,19892.2,8680.96,43.64,Outlet
Finish Line,1666666,01/11/2020,West,Washington,Spokane,Men's Apparel,38.2,651,24868.2,10305.38,41.44,In-Store
Finish Line,1666666,01/11/2020,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,88.69,153,13569.57,6467.26,47.66,In-Store
Kohl's,1444444,01/11/2020,West,Oregon,Portland,Men's Athletic Footwear,82.66,578,47777.48,13960.58,29.22,In-Store
Sports Direct,1333333,01/11/2020,West,Washington,Spokane,Men's Athletic Footwear,115.29,274,31589.46,15207.17,48.14,Online
Sports Direct,1333333,01/11/2020,West,Arizona,Tucson,Men's Athletic Footwear,147.63,254,37498.02,14620.48,38.99,Online
Foot Locker,1000000,01/11/2020,Northeast,New York,New York City,Men's Athletic Footwear,119.13,263,31331.19,15555.94,49.65,Online
Amazon,1111111,01/11/2020,West,Washington,Spokane,Men's Street Footwear,84.96,226,19200.96,5839.01,30.41,Outlet
West Gear,1555555,01/11/2020,Northeast,Massachusetts,Boston,Women's Street Footwear,84.51,106,8958.06,3573.37,39.89,In-Store
Walmart,1222222,01/11/2020,South,Oklahoma,Tulsa,Women's Apparel,57.35,265,15197.75,5819.22,38.29,Online
Finish Line,1666666,01/11/2021,South,Mississippi,Jackson,Women's Athletic Footwear,94.12,166,15623.92,7755.71,49.64,Outlet
Sports Direct,1333333,01/11/2021,South,Texas,Houston,Men's Street Footwear,123.88,248,30722.24,15078.48,49.08,In-Store
Sports Direct,1333333,01/11/2021,West,Nevada,Las Vegas,Women's Street Footwear,102.21,141,14411.61,4489.22,31.15,Online
Sports Direct,1333333,01/11/2021,South,Oklahoma,Tulsa,Men's Street Footwear,84.03,511,42939.33,12740.1,29.67,In-Store
Foot Locker,1000000,01/11/2021,Southeast,North Carolina,Charlotte,Men's Street Footwear,74.25,129,9578.25,4517.1,47.16,In-Store
Foot Locker,1000000,01/11/2021,Northeast,Connecticut,Hartford,Men's Street Footwear,99.03,566,56050.98,17891.47,31.92,Outlet
Sports Direct,1333333,01/11/2021,South,Texas,Dallas,Women's Athletic Footwear,75.38,340,25629.2,10438.77,40.73,In-Store
Finish Line,1666666,01/11/2021,South,Mississippi,Jackson,Women's Apparel,48.24,431,20791.44,9942.47,47.82,Online
Amazon,1111111,01/11/2021,Southeast,Tennessee,Memphis,Women's Athletic Footwear,116.52,39,4544.28,1680.47,36.98,Outlet
Foot Locker,1000000,01/11/2021,Midwest,Ohio,Cleveland,Women's Street Footwear,100.03,71,7102.13,2075.95,29.23,Outlet
West Gear,1555555,01/11/2021,West,Oregon,Portland,Men's Apparel,79.96,212,16951.52,5209.2,30.73,In-Store
Amazon,1111111,01/11/2021,Northeast,New Jersey,Jersey City,Women's Apparel,64.8,566,36676.8,15305.23,41.73,In-Store
Walmart,1222222,01/11/2021,Southeast,Tennessee,Nashville,Women's Apparel,87.0,366,31842.0,14997.58,47.1,In-Store
Kohl's,1444444,01/11/2021,Northeast,New Jersey,Newark,Women's Athletic Footwear,106.41,72,7661.52,2876.13,37.54,Online
Kohl's,1444444,01/11/2021,South,Arkansas,Little Rock,Men's Apparel,53.57,290,15535.3,6855.73,44.13,Online
West Gear,1555555,01/11/2021,West,Arizona,Phoenix,Women's Street Footwear,73.74,513,37828.62,14775.86,39.06,In-Store
Sports Direct,1333333,01/11/2021,West,Arizona,Tucson,Men's Athletic Footwear,84.22,325,27371.5,13370.98,48.85,In-Store
Walmart,1222222,01/11/2021,Southeast,North Carolina,Raleigh,Men's Athletic Footwear,115.44,456,52640.64,23377.71,44.41,Online
Kohl's,1444444,01/11/2021,Southeast,Florida,Miami,Women's Apparel,87.05,562,48922.1,16897.69,34.54,Online
Foot Locker,1000000,01/11/2021,Northeast,New Jersey,Newark,Men's Street Footwear,111.69,359,40096.71,18091.64,45.12,Online
Sports Direct,1333333,01/12/2020,Midwest,Illinois,Springfield,Women's Street Footwear,117.87,106,12494.22,3645.81,29.18,Online
Foot Locker,1000000,01/12/2020,South,Texas,Austin,Men's Street Footwear,115.45,505,58302.25,23839.79,40.89,In-Store
Walmart,1222222,01/12/2020,West,Oregon,Eugene,Men's Apparel,54.56,282,15385.92,4666.55,30.33,In-Store
Finish Line,1666666,01/12/2020,Northeast,New Jersey,Jersey City,Men's Apparel,75.74,604,45746.96,22004.29,48.1,In-Store
Walmart,1222222,01/12/2020,South,Oklahoma,Oklahoma City,Women's Apparel,58.7,336,19723.2,8112.15,41.13,Online
Kohl's,1444444,01/12/2020,Southeast,Tennessee,Nashville,Women's Apparel,77.56,456,35367.36,16962.19,47.96,Online
Sports Direct,1333333,01/12/2020,West,Arizona,Tucson,Women's Athletic Footwear,85.68,417,35728.56,10493.48,29.37,Outlet
Sports Direct,1333333,01/12/2020,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,123.9,575,71242.5,32978.15,46.29,In-Store
Walmart,1222222,01/12/2020,Southeast,Tennessee,Memphis,Women's Street Footwear,111.16,463,51467.08,24817.43,48.22,Online
Foot Locker,1000000,01/12/2020,Northeast,New Jersey,Jersey City,Men's Athletic Footwear,149.1,135,20128.5,6823.56,33.9,Online
Walmart,1222222,01/12/2020,West,California,Los Angeles,Men's Athletic Footwear,94.84,58,5500.72,2513.28,45.69,Outlet
Sports Direct,1333333,01/12/2020,West,Nevada,Reno,Men's Apparel,37.03,499,18477.97,5909.25,31.98,Outlet
Kohl's,1444444,01/12/2021,Northeast,Connecticut,Hartford,Men's Street Footwear,93.89,593,55676.77,24397.56,43.82,In-Store
Kohl's,1444444,01/12/2021,Midwest,Wisconsin,Milwaukee,Men's Apparel,48.75,384,18720.0,6881.47,36.76,In-Store
Foot Locker,1000000,01/12/2021,West,Washington,Spokane,Women's Street Footwear,97.94,371,36335.74,11471.19,31.57,Online
Sports Direct,1333333,01/12/2021,Midwest,Indiana,Fort Wayne,Men's Street Footwear,112.03,146,16356.38,4882.38,29.85,In-Store
Foot Locker,1000000,01/12/2021,West,Oregon,Eugene,Women's Athletic Footwear,112.16,486,54509.76,19432.73,35.65,Online
West Gear,1555555,01/12/2021,South,Louisiana,Baton Rouge,Men's Street Footwear,119.18,243,28960.74,8870.67,30.63,In-Store
Finish Line,1666666,01/12/2021,Northeast,New Jersey,Jersey City,Men's Apparel,48.05,177,8504.85,4008.34,47.13,In-Store
Finish Line,1666666,01/12/2021,Northeast,Connecticut,New Haven,Men's Apparel,74.12,510,37801.2,12035.9,31.84,Online
West Gear,1555555,01/12/2021,Southeast,Tennessee,Memphis,Women's Athletic Footwear,95.57,247,23605.79,10853.94,45.98,Online
Finish Line,1666666,01/12/2021,Southeast,Virginia,Virginia Beach,Men's Athletic Footwear,81.41,334,27190.94,13581.87,49.95,Online
Finish Line,1666666,01/12/2021,Northeast,New Jersey,Newark,Men's Athletic Footwear,86.13,169,14555.97,7238.68,49.73,In-Store
Kohl's,1444444,01/12/2021,West,Washington,Spokane,Men's Street Footwear,112.99,50,5649.5,2634.93,46.64,Outlet
Foot Locker,1000000,01/12/2021,Northeast,New Jersey,Jersey City,Women's Apparel,58.56,219,12824.64,4936.2,38.49,In-Store
West Gear,1555555,01/12/2021,Midwest,Ohio,Cleveland,Women's Apparel,87.65,372,32605.8,13733.56,42.12,In-Store
West Gear,1555555,01/13/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,148.47,523,77649.81,30640.62,39.46,Outlet
West Gear,1555555,01/13/2020,West,Oregon,Eugene,Women's Street Footwear,100.96,607,61282.72,22576.55,36.84,In-Store
Finish Line,1666666,01/13/2020,Northeast,Massachusetts,Worcester,Men's Apparel,37.21,274,10195.54,4608.38,45.2,Online
Finish Line,1666666,01/13/2020,South,Oklahoma,Tulsa,Women's Athletic Footwear,103.66,364,37732.24,13066.67,34.63,Outlet
Finish Line,1666666,01/13/2020,South,Texas,Houston,Men's Apparel,52.25,560,29260.0,11259.25,38.48,Online
Sports Direct,1333333,01/13/2020,Southeast,Virginia,Richmond,Men's Athletic Footwear,145.6,142,20675.2,8315.57,40.22,Outlet
Amazon,1111111,01/13/2020,West,Washington,Spokane,Women's Apparel,46.55,567,26393.85,8023.73,30.4,In-Store
Kohl's,1444444,01/13/2020,West,Oregon,Portland,Women's Athletic Footwear,82.8,267,22107.6,6229.92,28.18,In-Store
Sports Direct,1333333,01/13/2021,South,Oklahoma,Oklahoma City,Women's Apparel,83.1,288,23932.8,11882.64,49.65,Outlet
Finish Line,1666666,01/13/2021,Southeast,Virginia,Virginia Beach,Men's Apparel,66.82,367,24522.94,10584.1,43.16,Online
Walmart,1222222,01/13/2021,West,California,San Diego,Men's Athletic Footwear,101.44,114,11564.16,5310.26,45.92,Outlet
Amazon,1111111,01/13/2021,West,Nevada,Reno,Women's Apparel,51.54,73,3762.42,1369.14,36.39,Outlet
Walmart,1222222,01/13/2021,Northeast,New York,Buffalo,Women's Athletic Footwear,87.18,296,25805.28,12383.95,47.99,In-Store
Amazon,1111111,01/13/2021,Northeast,New York,New York City,Men's Athletic Footwear,139.7,242,33807.4,10179.41,30.11,Outlet
Amazon,1111111,01/13/2021,South,Texas,Houston,Men's Apparel,42.28,164,6933.92,2241.74,32.33,Online
West Gear,1555555,01/13/2021,Southeast,Tennessee,Nashville,Women's Athletic Footwear,78.33,337,26397.21,11192.42,42.4,Online
Foot Locker,1000000,01/13/2021,Midwest,Indiana,Fort Wayne,Women's Athletic Footwear,120.67,250,30167.5,11164.99,37.01,Online
Foot Locker,1000000,01/13/2021,Northeast,New Jersey,Newark,Men's Apparel,78.93,283,22337.19,8899.14,39.84,Online
Amazon,1111111,01/14/2020,Midwest,Michigan,Grand Rapids,Women's Athletic Footwear,92.1,155,14275.5,6002.85,42.05,Online
West Gear,1555555,01/14/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,89.08,451,40175.08,18432.33,45.88,In-Store
Finish Line,1666666,01/14/2020,Southeast,Virginia,Virginia Beach,Women's Apparel,57.9,492,28486.8,11679.59,41.0,Online
Amazon,1111111,01/14/2020,Midwest,Illinois,Springfield,Men's Athletic Footwear,95.22,275,26185.5,10851.27,41.44,Outlet
Kohl's,1444444,01/14/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,114.73,127,14570.71,4903.04,33.65,In-Store
West Gear,1555555,01/14/2020,Northeast,Pennsylvania,Pittsburgh,Women's Athletic Footwear,115.97,118,13684.46,4091.65,29.9,In-Store
Sports Direct,1333333,01/14/2020,West,California,San Francisco,Women's Street Footwear,71.09,584,41516.56,13173.2,31.73,Online
West Gear,1555555,01/14/2020,Southeast,Tennessee,Memphis,Men's Street Footwear,116.31,414,48152.34,13704.16,28.46,In-Store
Amazon,1111111,01/14/2020,West,Washington,Seattle,Women's Apparel,47.62,635,30238.7,9712.67,32.12,In-Store
Finish Line,1666666,01/14/2020,South,Texas,Houston,Women's Street Footwear,89.6,235,21056.0,8161.31,38.76,In-Store
Finish Line,1666666,01/14/2020,Southeast,Tennessee,Memphis,Women's Apparel,89.15,387,34501.05,15435.77,44.74,In-Store
Walmart,1222222,01/14/2020,West,Arizona,Phoenix,Men's Athletic Footwear,83.69,465,38915.85,11756.48,30.21,In-Store
Finish Line,1666666,01/14/2021,West,Nevada,Las Vegas,Men's Apparel,69.28,500,34640.0,16571.78,47.84,In-Store
Kohl's,1444444,01/14/2021,West,Arizona,Tucson,Men's Athletic Footwear,139.52,177,24695.04,9401.4,38.07,Outlet
Kohl's,1444444,01/14/2021,Northeast,Pennsylvania,Pittsburgh,Men's Street Footwear,100.22,184,18440.48,8281.62,44.91,Online
Amazon,1111111,01/14/2021,West,California,San Diego,Men's Street Footwear,103.76,367,38079.92,17101.69,44.91,In-Store
Sports Direct,1333333,01/14/2021,West,Oregon,Eugene,Women's Street Footwear,87.29,239,20862.31,7155.77,34.3,Online
Kohl's,1444444,01/14/2021,Northeast,New York,New York City,Men's Apparel,64.04,87,5571.48,2544.49,45.67,Outlet
Amazon,1111111,01/14/2021,West,California,Los Angeles,Women's Athletic Footwear,125.02,452,56509.04,17941.62,31.75,Online
West Gear,1555555,01/14/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,139.94,231,32326.14,10809.86,33.44,Online
Finish Line,1666666,01/14/2021,Northeast,Massachusetts,Boston,Women's Athletic Footwear,131.11,129,16913.19,7370.77,43.58,In-Store
Kohl's,1444444,01/14/2021,Southeast,Virginia,Virginia Beach,Men's Street Footwear,76.4,160,12224.0,3576.74,29.26,Outlet
Sports Direct,1333333,01/14/2021,Midwest,Indiana,Fort Wayne,Women's Athletic Footwear,82.16,439,36068.24,13525.59,37.5,In-Store
Walmart,1222222,01/14/2021,West,Nevada,Las Vegas,Men's Street Footwear,121.12,386,46752.32,19322.73,41.33,Outlet
Foot Locker,1000000,01/14/2021,West,Nevada,Reno,Men's Apparel,76.94,334,25697.96,11615.48,45.2,Online
Foot Locker,1000000,01/14/2021,West,Arizona,Phoenix,Men's Street Footwear,121.3,289,35055.7,11519.3,32.86,Online
Foot Locker,1000000,01/14/2021,Southeast,North Carolina,Charlotte,Men's Apparel,84.87,338,28686.06,10146.26,35.37,Outlet
Foot Locker,1000000,01/14/2021,South,Louisiana,New Orleans,Men's Street Footwear,100.99,57,5756.43,2807.99,48.78,In-Store
Amazon,1111111,01/14/2021,West,Oregon,Portland,Men's Apparel,38.74,142,5501.08,2698.83,49.06,Online
Foot Locker,1000000,01/14/2021,West,California,Los Angeles,Women's Street Footwear,113.46,127,14409.42,6543.32,45.41,Online
Sports Direct,1333333,01/14/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,80.68,515,41550.2,17097.91,41.15,In-Store
Finish Line,1666666,01/15/2020,West,California,Los Angeles,Women's Street Footwear,99.57,464,46200.48,20734.78,44.88,Online
Sports Direct,1333333,01/15/2020,South,Oklahoma,Tulsa,Men's Apparel,57.15,432,24688.8,11759.28,47.63,Online
Amazon,1111111,01/15/2020,South,Louisiana,Baton Rouge,Men's Athletic Footwear,104.98,333,34958.34,16580.74,47.43,Online
Sports Direct,1333333,01/15/2020,Southeast,North Carolina,Charlotte,Women's Street Footwear,88.37,423,37380.51,12066.43,32.28,Online
Finish Line,1666666,01/15/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,138.95,418,58081.1,16860.94,29.03,Online
